Compound_new_ID	nonstereo_aromatic_smiles	Uniprot_ID	pref_name	activity_id	mean_log	selected_stvalue	ORGANISM
ID_87190	Cc1cc(NC(=O)c2sc(NC(=O)OC(C)(C)C)nc2C)c(C)[nH]1	P06240	Tyrosine-protein kinase LCK	{('50246934', 'BDB')}		IC50	mouse
ID_77751	Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)NC(C)C(C)C	P06240	Tyrosine-protein kinase LCK	{('50246937', 'BDB')}		IC50	mouse
ID_27772	COc1cc(OC)cc(-c2cc3cnc(NCCCOCc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('9970', 'BDB')}		IC50	mouse
ID_41671	COc1cc(OC)cc(-c2cc3cnc(NCCCCOCc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('9971', 'BDB')}		IC50	mouse
ID_71250	COc1cc(OC)cc(-c2cc3cnc(NCCCCCOCc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('9972', 'BDB')}		IC50	mouse
ID_65699	O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(CCNc2ncnc3ccsc23)cc1	P97477	Serine/threonine-protein kinase Aurora-A	{('47983', 'BDB')}		IC50	mouse
ID_77997	O=C(Nc1cccc(CCNc2ncnc3ccsc23)c1)Nc1cccc(C(F)(F)F)c1	P97477	Serine/threonine-protein kinase Aurora-A	{('47985', 'BDB')}		IC50	mouse
ID_25524	O=C(Nc1cccc(C(F)(F)F)c1)Nc1nc(CCNc2ncnc3ccsc23)cs1	P97477	Serine/threonine-protein kinase Aurora-A	{('47989', 'BDB')}		IC50	mouse
ID_100028	O=C(Cc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1	P97477	Serine/threonine-protein kinase Aurora-A	{('47991', 'BDB')}		IC50	mouse
ID_7788	Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3C(O)C(COP(=O)(O)OC4C(O)C(CO)OC4n4c(Br)nc5c(N)ncnc54)OC3n3c(Br)nc4c(N)ncnc43)OC2n2c(Br)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('50037296', 'BDB')}		IC50	mouse
ID_41231	Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3C(O)C(CO)OC3n3c(Br)nc4c(N)ncnc43)OC2n2c(Br)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('50037302', 'BDB')}		IC50	mouse
ID_157951	Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3C(O)C(COP(=O)(O)OC4C(O)C(COP(=O)(O)OC5C(O)C(COP(=O)(O)O)OC5n5c(Br)nc6c(N)ncnc65)OC4n4c(Br)nc5c(N)ncnc54)OC3n3c(Br)nc4c(N)ncnc43)OC2n2c(Br)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('50037304', 'BDB')}		IC50	mouse
ID_12802	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(OP(=O)(O)O)OC(n4cnc5c(N)ncnc54)C3O)OC(n3cnc4c(N)ncnc43)C2O)C(O)C1O	Q05921	RNase L	{('50725573', 'BDB')}		IC50	mouse
ID_36940	CN(C)S(=O)(=O)n1cc(-c2nc(-c3nc(C4(c5ccccc5)CC4)n(C)n3)cnc2N)cn1	Q9JHG7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	{('50704801', 'BDB')}		IC50	mouse
ID_147200	CC(=O)Nc1nc(C)c(-c2cnc(Cc3cccc(C(=O)O)c3)o2)s1	Q9JHG7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	{('50981263', 'BDB')}		IC50	mouse
ID_46390	CC(=O)Nc1nc(C)c(-c2cnc(Nc3cccc(C(=O)O)c3)o2)s1	Q9JHG7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	{('50981264', 'BDB')}		IC50	mouse
ID_88785	CNC(=O)C(C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O	Q9JHG7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	{('51341827', 'BDB')}		IC50	mouse
