Compound_new_ID	nonstereo_aromatic_smiles	Uniprot_ID	pref_name	activity_id	mean_log	selected_stvalue	ORGANISM
ID_146970	CN1CCN(CCCOc2ccc(N3C(=O)C(=Cc4ccc(Oc5ccc(C(=O)N(C)C)cc5)cc4)SC3=S)cc2)CC1	O88351	Inhibitor of nuclear factor kappa-B kinase subunit beta	{('50455939', 'BDB'), ('16473745', 'CHEMBL')}	4.7	IC50	mouse
ID_127500	CC(=O)Nc1ccc(Oc2ccc(C=C3SC(=S)N(c4ccc(OCCCN5CCN(C)CC5)cc4)C3=O)cc2)cc1	O88351	Inhibitor of nuclear factor kappa-B kinase subunit beta	{('16474649', 'CHEMBL'), ('50467764', 'BDB')}	4.7	IC50	mouse
ID_145131	CC(C)CC(=O)c1c(O)cc(O)cc1O	P05480	Tyrosine-protein kinase SRC	{('50522663', 'BDB'), ('16756156', 'CHEMBL')}	4.3	IC50	mouse
ID_36148	COc1cc(O)c(C(=O)CC(C)C)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('50522636', 'BDB'), ('16756158', 'CHEMBL')}	4.29	IC50	mouse
ID_78568	COc1cc(OC)c(C(=O)CC(C)C)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('16756159', 'CHEMBL'), ('50522638', 'BDB')}	4.95	IC50	mouse
ID_134200	CC(C)CC(=O)c1ccc(O)cc1	P05480	Tyrosine-protein kinase SRC	{('16756161', 'CHEMBL'), ('50522661', 'BDB')}	4.04	IC50	mouse
ID_166052	CCCCC(=O)c1c(O)cc(O)cc1O	P05480	Tyrosine-protein kinase SRC	{('16756162', 'CHEMBL'), ('50522664', 'BDB')}	4.95	IC50	mouse
ID_28812	CC(C)NC(=O)c1c(O)cc(O)cc1O	P05480	Tyrosine-protein kinase SRC	{('16756164', 'CHEMBL'), ('50522658', 'BDB')}	4.03	IC50	mouse
ID_134990	CCCCNC(=O)c1c(O)cc(O)cc1O	P05480	Tyrosine-protein kinase SRC	{('50522643', 'BDB'), ('16756165', 'CHEMBL')}	4.43	IC50	mouse
ID_112546	COc1cc(OC)c(C(=O)CN2CCCCC2)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('50522644', 'BDB'), ('16756166', 'CHEMBL')}	4.6	IC50	mouse
ID_120678	COc1cc(OC)c(C(=O)CN2CCOCC2)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('16756167', 'CHEMBL'), ('50522665', 'BDB')}	4.49	IC50	mouse
ID_72365	COc1cc(OC)c(C(=O)CN2CCN(C)CC2)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('50522633', 'BDB'), ('16756168', 'CHEMBL')}	4.02	IC50	mouse
ID_16214	CCN1CCN(CC(=O)c2c(OC)cc(OC)cc2OC)CC1	P05480	Tyrosine-protein kinase SRC	{('50522645', 'BDB'), ('16756169', 'CHEMBL')}	4.64	IC50	mouse
ID_154435	CN(CCCC(=O)c1c(O)cc(O)cc1O)C1CCCCC1	P05480	Tyrosine-protein kinase SRC	{('16756171', 'CHEMBL'), ('50522641', 'BDB')}	4.26	IC50	mouse
ID_162846	COc1cc(OC)c(CNC(C)C(=O)O)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('50522646', 'BDB'), ('16756172', 'CHEMBL')}	4.41	IC50	mouse
ID_117802	COc1cc(OC)c(CNC(CC(=O)O)C(=O)O)c(OC)c1	P05480	Tyrosine-protein kinase SRC	{('50522634', 'BDB'), ('16756174', 'CHEMBL')}	4.84	IC50	mouse
ID_39451	COc1cc(OC)c(C(=O)CC(C)C)c(OCC(O)CNC(C)C)c1	P05480	Tyrosine-protein kinase SRC	{('50522667', 'BDB'), ('16756176', 'CHEMBL'), ('16756182', 'CHEMBL'), ('50522662', 'BDB'), ('50522637', 'BDB')}	4.15	IC50	mouse
ID_133866	COc1cc(OC)c(C(=O)CC(C)C)c(OCC(O)CNC(C)(C)C)c1	P05480	Tyrosine-protein kinase SRC	{('50522649', 'BDB'), ('16756177', 'CHEMBL'), ('50522666', 'BDB'), ('16756183', 'CHEMBL')}	4.54	IC50	mouse
ID_67436	CC(C)CC(=O)c1c(O)cc(O)cc1OCC(O)CNC(C)C	P05480	Tyrosine-protein kinase SRC	{('16756179', 'CHEMBL'), ('50522657', 'BDB')}	4.13	IC50	mouse
ID_152720	CC(C)CC(=O)c1c(O)cc(O)cc1OCC(O)CNC(C)(C)C	P05480	Tyrosine-protein kinase SRC	{('50522654', 'BDB'), ('50522652', 'BDB'), ('16756180', 'CHEMBL'), ('50522635', 'BDB'), ('16756188', 'CHEMBL'), ('16756189', 'CHEMBL')}	4.57	IC50	mouse
ID_26810	COc1ccc(C(=O)CC(C)C)c(OCC(O)CNC(C)C)c1	P05480	Tyrosine-protein kinase SRC	{('50522639', 'BDB'), ('16756185', 'CHEMBL'), ('50522650', 'BDB'), ('16756184', 'CHEMBL')}	4.49	IC50	mouse
ID_68886	COc1ccc(C(=O)CC(C)C)c(OCC(O)CNC(C)(C)C)c1	P05480	Tyrosine-protein kinase SRC	{('50522640', 'BDB'), ('50522648', 'BDB'), ('16756187', 'CHEMBL'), ('50522651', 'BDB'), ('16756186', 'CHEMBL')}	4.3	IC50	mouse
ID_83634	CC(C)(C)c1[nH]cnc1C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O	P25911	Tyrosine-protein kinase Lyn	{('16893230', 'CHEMBL')}	4.95	IC50	mouse
ID_50767	CON=C1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(=O)NC(CC(=O)O)Cc4c[nH]c5ccccc45)CCC32)C1	Q03145	Ephrin type-A receptor 2	{('18008009', 'CHEMBL'), ('50718497', 'BDB')}	4.89	IC50	mouse
ID_126773	CC(CCC(=O)NC(CC(=O)O)Cc1c[nH]c2ccccc12)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('50718521', 'BDB'), ('18008012', 'CHEMBL')}	4.55	IC50	mouse
ID_28883	CC(CCC(=O)NC(CC(=O)O)Cc1c[nH]c2ccccc12)C1CCC2C3CCC4CCCCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('18008041', 'CHEMBL'), ('50718536', 'BDB'), ('50718505', 'BDB'), ('18008013', 'CHEMBL')}	4.55	IC50	mouse
ID_131628	CC(CCC(=O)NC(CC(=O)O)Cc1ccccc1)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('18008019', 'CHEMBL'), ('50718526', 'BDB')}	4.74	IC50	mouse
ID_61465	CC(CCC(=O)NC(CC(=O)O)c1ccccc1)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('18008020', 'CHEMBL'), ('50718528', 'BDB')}	4.85	IC50	mouse
ID_28184	CSCCC(CC(=O)O)NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('50718541', 'BDB'), ('18008022', 'CHEMBL')}	4.08	IC50	mouse
ID_124435	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('50718645', 'BDB'), ('18008023', 'CHEMBL')}	4.14	IC50	mouse
ID_7019	CC(CCC(=O)NCCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('50718506', 'BDB'), ('18008024', 'CHEMBL'), ('50718646', 'BDB'), ('18008037', 'CHEMBL')}	4.54	IC50	mouse
ID_60285	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('50718522', 'BDB'), ('51142745', 'BDB'), ('18784712', 'CHEMBL'), ('18008025', 'CHEMBL')}	4.17	IC50	mouse
ID_48502	Cn1cc(-c2cccc(N3CCn4c(nc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O	P35991	Tyrosine-protein kinase BTK	{('50798713', 'BDB'), ('18167307', 'CHEMBL')}	4.31	IC50	mouse
ID_111591	COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=[N+]=[N-])cc2)n1	P00520	Tyrosine-protein kinase ABL	{('18456185', 'CHEMBL'), ('51106576', 'BDB'), ('51106466', 'BDB'), ('18456219', 'CHEMBL')}	4.85	IC50	mouse
ID_92463	Cc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('51142638', 'BDB'), ('18782719', 'CHEMBL')}	4.68	IC50	mouse
ID_56069	Cc1cc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)ccn1	P00520	Tyrosine-protein kinase ABL	{('51142607', 'BDB'), ('18782720', 'CHEMBL')}	4.6	IC50	mouse
ID_15462	CCc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782724', 'CHEMBL'), ('51142640', 'BDB')}	4.37	IC50	mouse
ID_52495	Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782731', 'CHEMBL'), ('51142643', 'BDB'), ('51142570', 'BDB'), ('51142600', 'BDB'), ('18782732', 'CHEMBL'), ('18782729', 'CHEMBL')}	4.18	IC50	mouse
ID_138827	CC1c2c(-c3ccncc3)c(-c3ccccc3C#N)nn2CC1(C)C	P00520	Tyrosine-protein kinase ABL	{('18782735', 'CHEMBL'), ('51142586', 'BDB')}	4.96	IC50	mouse
ID_73885	COCC1c2c(-c3ccncc3)c(-c3cccc(C)n3)nn2CC1(C)C	P00520	Tyrosine-protein kinase ABL	{('18782739', 'CHEMBL'), ('51142652', 'BDB')}	4.6	IC50	mouse
ID_106850	Cc1cccc(-c2nn3c(c2-c2ccncc2)C(CO)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('51142589', 'BDB'), ('18782740', 'CHEMBL')}	4.03	IC50	mouse
ID_47811	CC1(C)Cc2c(-c3ccncc3)c(-c3ccccc3C#N)nn2C1	P00520	Tyrosine-protein kinase ABL	{('18782741', 'CHEMBL'), ('51142590', 'BDB')}	4.7	IC50	mouse
ID_137310	Cc1cccc(-c2nn3c(c2-c2ccncc2)CC(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('51142653', 'BDB'), ('18782744', 'CHEMBL')}	4.59	IC50	mouse
ID_75842	Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)CC(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782747', 'CHEMBL'), ('51142594', 'BDB')}	4.7	IC50	mouse
ID_129615	Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1	P00520	Tyrosine-protein kinase ABL	{('51142565', 'BDB'), ('18782748', 'CHEMBL')}	4.68	IC50	mouse
ID_120050	FC(F)(F)c1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1	P28028	Serine/threonine-protein kinase B-raf	{('18788639', 'CHEMBL'), ('51143468', 'BDB')}	4.53	IC50	mouse
ID_75849	CSc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1	P28028	Serine/threonine-protein kinase B-raf	{('51143469', 'BDB'), ('18788640', 'CHEMBL')}	4.07	IC50	mouse
ID_112488	O=[N+]([O-])c1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1	P28028	Serine/threonine-protein kinase B-raf	{('18788641', 'CHEMBL'), ('51143470', 'BDB')}	4.24	IC50	mouse
ID_5776	COc1ccccc1C1=NN(C(=S)Nc2ccccc2)C(c2ccc3c(c2)OCCO3)C1	P28028	Serine/threonine-protein kinase B-raf	{('51143447', 'BDB'), ('18788643', 'CHEMBL')}	4.92	IC50	mouse
ID_77552	S=C(Nc1ccccc1)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2c(c1)OCCO2	P28028	Serine/threonine-protein kinase B-raf	{('51143473', 'BDB'), ('18788646', 'CHEMBL')}	4.51	IC50	mouse
ID_174771	Cc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1C	P28028	Serine/threonine-protein kinase B-raf	{('18788647', 'CHEMBL'), ('51143448', 'BDB')}	4.41	IC50	mouse
ID_164708	S=C(Nc1ccccc1)N1N=C(c2cccs2)CC1c1ccc2c(c1)OCCO2	P28028	Serine/threonine-protein kinase B-raf	{('51143443', 'BDB'), ('18788649', 'CHEMBL')}	4.11	IC50	mouse
ID_104371	Fc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1	P28028	Serine/threonine-protein kinase B-raf	{('51143478', 'BDB'), ('18788657', 'CHEMBL')}	4.95	IC50	mouse
ID_52720	CCNC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(=O)O)CCC32)C1	Q03145	Ephrin type-A receptor 2	{('22469675', 'CHEMBL')}	4.52	IC50	mouse
ID_160488	CC(C)NC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(=O)O)CCC32)C1	Q03145	Ephrin type-A receptor 2	{('22469679', 'CHEMBL')}	4.92	IC50	mouse
ID_102515	CC(CCC(=O)O)C1CCC2C3CCC4CC(OC(=O)Nc5ccccc5)CCC4(C)C3CCC12C	Q03145	Ephrin type-A receptor 2	{('22469681', 'CHEMBL')}	4.42	IC50	mouse
ID_73523	CCCCCCCCNC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(=O)NC(CC(=O)O)Cc4c[nH]c5ccccc45)CCC32)C1	Q03145	Ephrin type-A receptor 2	{('22469687', 'CHEMBL')}	4.82	IC50	mouse
ID_81852	COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12	Q01279	Epidermal growth factor receptor erbB1	{('110221', 'CHEMBL')}		IC50	mouse
ID_20397	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21	Q01279	Epidermal growth factor receptor erbB1	{('113118', 'CHEMBL')}		IC50	mouse
ID_119389	CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21	Q01279	Epidermal growth factor receptor erbB1	{('119387', 'CHEMBL')}		IC50	mouse
ID_161986	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21	Q01279	Epidermal growth factor receptor erbB1	{('133319', 'CHEMBL')}		IC50	mouse
ID_64072	Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc21	P05622	Platelet-derived growth factor receptor beta	{('336399', 'CHEMBL'), ('4951', 'BDB')}		IC50	mouse
ID_153951	O=C(NCc1ccccc1)C(Cc1c([Se]c2[nH]c3ccccc3c2CC(NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F	P05622	Platelet-derived growth factor receptor beta	{('337666', 'CHEMBL'), ('4958', 'BDB')}		IC50	mouse
ID_64965	O=C(NCc1ccccc1)C(Cc1c([Se][Se]c2[nH]c3ccccc3c2CC(NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F	P05622	Platelet-derived growth factor receptor beta	{('4959', 'BDB'), ('345344', 'CHEMBL')}		IC50	mouse
ID_76426	Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)OC2C(O)C(CO)OC2n2c(N)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('76015', 'CHEMBL'), ('50812772', 'BDB')}		IC50	mouse
ID_51114	Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)O)OC2n2c(N)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('77084', 'CHEMBL'), ('50812774', 'BDB')}		IC50	mouse
ID_46957	[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OC2C(O)C(CO)OC2n2c(N=[N+]=[N-])nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('84705', 'CHEMBL'), ('50812779', 'BDB')}		IC50	mouse
ID_105133	Nc1ncnc2c1nc(N)n2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3C(O)C(COP(=O)(O)O)OC3n3c(N)nc4c(N)ncnc43)OC2n2c(N)nc3c(N)ncnc32)C(O)C1O	Q05921	RNase L	{('101766', 'CHEMBL'), ('50812781', 'BDB')}		IC50	mouse
ID_129615	Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1	P06240	Tyrosine-protein kinase LCK	{('50277976', 'BDB'), ('1443259', 'CHEMBL')}		IC50	mouse
ID_30128	COc1cc(OC)cc(C2Cc3cnc(N(CCCOCc4ccccc4)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489655', 'CHEMBL'), ('9991', 'BDB')}		IC50	mouse
ID_144125	COc1cc(OC)cc(C2Cc3cnc(N(CCCCOCc4ccccc4)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489759', 'CHEMBL'), ('9992', 'BDB')}		IC50	mouse
ID_78758	COc1cc(OC)cc(C2Cc3cnc(N(CCCCCOCc4ccccc4)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489764', 'CHEMBL'), ('9993', 'BDB')}		IC50	mouse
ID_171783	COc1cc(OC)cc(C2Cc3cnc(N(CCCO)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489769', 'CHEMBL'), ('9994', 'BDB')}		IC50	mouse
ID_17666	COc1cc(OC)cc(C2Cc3cnc(N(CCCCO)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489774', 'CHEMBL'), ('10010', 'BDB')}		IC50	mouse
ID_168438	COc1cc(OC)cc(C2Cc3cnc(N(CCCCCO)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1489779', 'CHEMBL'), ('10011', 'BDB')}		IC50	mouse
ID_36281	COc1cc(OC)cc(-c2cc3cnc(NCCCO)nc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('10016', 'BDB'), ('1490029', 'CHEMBL')}		IC50	mouse
ID_90467	CCN(CC)CCCCNc1cc2nc(N)c(-c3cc(OC)cc(OC)c3)cc2cn1	P05622	Platelet-derived growth factor receptor beta	{('1490944', 'CHEMBL'), ('9872', 'BDB')}		IC50	mouse
ID_51631	COc1cc(OC)cc(-c2cc3cnc(NCCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('9890', 'BDB'), ('1491080', 'CHEMBL')}		IC50	mouse
ID_128332	CN1CCN(CCCNc2cc3nc(NCCCN4CCN(C)CC4)c(-c4ccccc4)cc3cn2)CC1	P05622	Platelet-derived growth factor receptor beta	{('9910', 'BDB'), ('1491222', 'CHEMBL')}		IC50	mouse
ID_87842	COc1cc(OC)cc(-c2cc3cnc(N(CCCOCc4ccccc4)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491471', 'CHEMBL'), ('9934', 'BDB')}		IC50	mouse
ID_157292	COc1cc(OC)cc(-c2cc3cnc(N(CCCCOCc4ccccc4)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491476', 'CHEMBL'), ('9950', 'BDB')}		IC50	mouse
ID_166185	COc1cc(OC)cc(-c2cc3cnc(N(CCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491481', 'CHEMBL'), ('9952', 'BDB')}		IC50	mouse
ID_107550	COc1cc(OC)cc(-c2cc3cnc(N(CCCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491486', 'CHEMBL'), ('9953', 'BDB')}		IC50	mouse
ID_96907	COc1cc(OC)cc(-c2cc3cnc(N(CCCCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491588', 'CHEMBL'), ('9954', 'BDB')}		IC50	mouse
ID_94242	COc1cc(OC)cc(-c2cc3cnc(NCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491593', 'CHEMBL')}		IC50	mouse
ID_145453	COc1cc(OC)cc(-c2cc3cnc(NCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491598', 'CHEMBL')}		IC50	mouse
ID_3956	COc1cc(OC)cc(-c2cc3cnc(NCCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1491603', 'CHEMBL')}		IC50	mouse
ID_2252	COc1cc(OC)cc(-c2cc3cnc(N(CCCCCOCc4ccccc4)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1	P05622	Platelet-derived growth factor receptor beta	{('1516607', 'CHEMBL'), ('9951', 'BDB')}		IC50	mouse
ID_135105	Cc1cccc(Nc2nc(-c3c(C)nc4ncccn34)cs2)c1	Q61214	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	{('50839297', 'BDB'), ('1735105', 'CHEMBL')}		IC50	mouse
ID_67799	COc1cc(C=C2C(=O)NN(c3cccc(Cl)c3)C2=O)ccc1O	Q61214	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	{('1735149', 'CHEMBL'), ('50839301', 'BDB')}		IC50	mouse
ID_163379	COc1cccc2cc(C(=O)c3cc4cccc(OC)c4o3)oc12	P05622	Platelet-derived growth factor receptor beta	{('50370678', 'BDB'), ('1874055', 'CHEMBL')}		IC50	mouse
ID_119943	COc1ccc2cc(C(=O)c3cc4ccc(OC)cc4o3)oc2c1	P05622	Platelet-derived growth factor receptor beta	{('1874056', 'CHEMBL'), ('50370683', 'BDB')}		IC50	mouse
ID_138461	COc1cccc2oc(C(=O)c3cc4c(OC)cccc4o3)cc12	P05622	Platelet-derived growth factor receptor beta	{('50370703', 'BDB'), ('1874058', 'CHEMBL')}		IC50	mouse
ID_117295	CCC(C)C1C(C)(O)C(=O)C2(O)CC(C)(O)CC(C)C2C1(C)C(=O)C=CN(c1ccccc1)c1ccc2ccccc2c1	P16054	Protein kinase C epsilon	{('2181219', 'CHEMBL'), ('50159259', 'BDB')}		IC50	mouse
ID_43459	COC(=O)c1ccc(CSc2ncnc3sc(C)c(C)c23)o1	P42337	PI3-kinase p110-alpha subunit	{('50156917', 'BDB'), ('3016055', 'CHEMBL')}		IC50	mouse
ID_60019	COc1ccccc1-c1nc(-c2cc3cc(C)ccc3[nH]c2=O)no1	P42337	PI3-kinase p110-alpha subunit	{('50156932', 'BDB'), ('3016056', 'CHEMBL')}		IC50	mouse
ID_141029	CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)cc2)ccn1	P00520	Tyrosine-protein kinase ABL	{('3397787', 'CHEMBL'), ('50589675', 'BDB')}		IC50	mouse
ID_162814	CN1CCN(Cc2ccc(C(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)cc2)CC1	P00520	Tyrosine-protein kinase ABL	{('50589676', 'BDB'), ('3397788', 'CHEMBL')}		IC50	mouse
ID_44299	CCCn1nc(-c2ccccc2)c2nc3ccccc3nc21	Q03137	Ephrin type-A receptor 4	{('82437', 'BDB'), ('82571', 'BDB'), ('3765640', 'CHEMBL')}	4.99	IC50	mouse
ID_78561	O=C(C=Cc1ccccc1)c1cc(Br)ccc(=O)c1O	Q03137	Ephrin type-A receptor 4	{('3765641', 'CHEMBL'), ('82507', 'BDB'), ('82641', 'BDB')}	4.76	IC50	mouse
ID_92320	Cc1ccc(S(=O)(=O)C(C#N)=Cc2c(N3CCOCC3)nc3ccccn3c2=O)cc1	Q03137	Ephrin type-A receptor 4	{('3982900', 'CHEMBL'), ('3765642', 'CHEMBL'), ('82616', 'BDB'), ('82482', 'BDB')}		IC50	mouse
ID_174146	Nc1ccc(Br)c2c1C(=O)c1ccccc1C2=O	Q03137	Ephrin type-A receptor 4	{('82469', 'BDB'), ('3765644', 'CHEMBL'), ('82603', 'BDB')}	4.87	IC50	mouse
ID_125762	CC1Cc2ccccc2N1Cc1nc(O)c2ccc(C(F)(F)F)cc2n1	Q03137	Ephrin type-A receptor 4	{('3765645', 'CHEMBL'), ('3982903', 'CHEMBL')}		IC50	mouse
ID_155001	Cc1cc2cc(CNC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)ccc2n1C	Q03137	Ephrin type-A receptor 4	{('82595', 'BDB'), ('3765646', 'CHEMBL'), ('82461', 'BDB')}	4.8	IC50	mouse
ID_15306	CC(=O)N(c1ccc2oc(=O)sc2c1)S(=O)(=O)c1ccccc1	Q03137	Ephrin type-A receptor 4	{('82590', 'BDB'), ('3765647', 'CHEMBL'), ('3982905', 'CHEMBL'), ('82456', 'BDB')}		IC50	mouse
ID_1444	Cc1occc1-c1nnc(SCC(=O)Nc2ccccc2-c2ccccc2)n1C	Q03137	Ephrin type-A receptor 4	{('82442', 'BDB'), ('3982908', 'CHEMBL'), ('82576', 'BDB'), ('3765650', 'CHEMBL')}		IC50	mouse
ID_127946	Cc1ccc(-n2c(C)nc3oc4ccccc4c(=O)c3c2=O)cc1	Q03137	Ephrin type-A receptor 4	{('3765651', 'CHEMBL'), ('82440', 'BDB'), ('3982909', 'CHEMBL'), ('82574', 'BDB')}		IC50	mouse
ID_147822	Cc1nc(C)c(C(=O)Nc2nc3c(C)cccc3s2)o1	Q03137	Ephrin type-A receptor 4	{('82457', 'BDB'), ('82591', 'BDB'), ('3765652', 'CHEMBL')}	4.95	IC50	mouse
ID_114709	N#CC(c1nc2ccccc2nc1N1CCCC1)S(=O)(=O)c1cccs1	Q03137	Ephrin type-A receptor 4	{('82441', 'BDB'), ('3982911', 'CHEMBL'), ('82575', 'BDB'), ('3765653', 'CHEMBL')}		IC50	mouse
ID_42432	C=CCn1c(SCC(=O)Nc2ncc(Cc3cc(C(F)(F)F)ccc3Cl)s2)nnc1-c1ccncc1	Q03137	Ephrin type-A receptor 4	{('82542', 'BDB'), ('3982912', 'CHEMBL'), ('82676', 'BDB'), ('3765654', 'CHEMBL')}		IC50	mouse
ID_2162	Cc1ccccc1C(=O)c1cccn1CC(=O)NCC1CCCO1	Q03137	Ephrin type-A receptor 4	{('82452', 'BDB'), ('3982913', 'CHEMBL'), ('82586', 'BDB'), ('3765655', 'CHEMBL')}		IC50	mouse
ID_85690	O=C(O)c1ccccc1C(=O)NNc1ccc(F)cc1	Q03137	Ephrin type-A receptor 4	{('82668', 'BDB'), ('82534', 'BDB'), ('3982914', 'CHEMBL'), ('3765656', 'CHEMBL')}		IC50	mouse
